dt,product,industry,apps
2/20/22,B,Transportation,74
2/20/22,B,Communication Services,201
2/20/22,B,Consulting,28
2/20/22,B,Janitorial Services,15
2/20/22,A,Financial Services,21
2/20/22,A,Retail,31
2/20/22,A,Beauty Industry,15
2/20/22,A,Construction,8
2/20/22,A,Transportation,63
2/20/22,A,Communication Services,141
2/20/22,A,Consulting,32
2/20/22,A,Janitorial Services,25
2/21/22,B,Financial Services,57
2/21/22,B,Retail,131
2/21/22,B,Beauty Industry,47
2/21/22,B,Construction,10
2/21/22,B,Agriculture,3
2/21/22,B,Transportation,115
2/21/22,B,Communication Services,444
2/21/22,B,Consulting,57
2/21/22,B,Janitorial Services,49
2/21/22,A,Financial Services,49
2/21/22,A,Retail,49
2/21/22,A,Beauty Industry,36
2/21/22,A,Construction,6
2/21/22,A,Agriculture,3
2/21/22,A,Transportation,124
2/21/22,A,Communication Services,258
2/21/22,A,Consulting,42
2/21/22,A,Janitorial Services,44
2/22/22,B,Financial Services,80
2/22/22,B,Retail,159
2/22/22,B,Beauty Industry,62
2/22/22,B,Construction,7
2/22/22,B,Transportation,150
2/22/22,B,Communication Services,530
2/22/22,B,Consulting,81
2/22/22,B,Janitorial Services,70
2/22/22,A,Financial Services,32
2/22/22,A,Retail,62
2/22/22,A,Beauty Industry,25
2/22/22,A,Construction,6
2/22/22,A,Agriculture,3
2/22/22,A,Transportation,125
2/22/22,A,Communication Services,191
2/22/22,A,Consulting,50
2/22/22,A,Janitorial Services,26
2/23/22,B,Financial Services,80
2/23/22,B,Retail,159
2/23/22,B,Beauty Industry,57
2/23/22,B,Construction,7
2/23/22,B,Transportation,153
2/23/22,B,Communication Services,499
2/23/22,B,Consulting,77
2/23/22,B,Janitorial Services,49
2/23/22,A,Financial Services,36
2/23/22,A,Retail,49
2/23/22,A,Beauty Industry,26
2/23/22,A,Construction,5
2/23/22,A,Transportation,119
2/23/22,A,Communication Services,201
2/23/22,A,Consulting,38
2/23/22,A,Janitorial Services,14
2/24/22,B,Financial Services,52
2/24/22,B,Retail,149
2/24/22,B,Beauty Industry,64
2/24/22,B,Construction,7
2/24/22,B,Transportation,128
2/24/22,B,Communication Services,490
2/24/22,B,Consulting,69
2/24/22,B,Janitorial Services,70
2/24/22,A,Financial Services,27
2/24/22,A,Retail,42
2/24/22,A,Beauty Industry,24
2/24/22,A,Construction,5
2/24/22,A,Transportation,96
2/24/22,A,Communication Services,208
2/24/22,A,Consulting,36
2/24/22,A,Janitorial Services,22
2/25/22,B,Financial Services,50
2/25/22,B,Retail,137
2/25/22,B,Beauty Industry,76
2/25/22,B,Construction,9
2/25/22,B,Transportation,153
2/25/22,B,Communication Services,426
2/25/22,B,Consulting,77
2/25/22,B,Janitorial Services,54
2/25/22,A,Financial Services,25
2/25/22,A,Retail,37
2/25/22,A,Beauty Industry,28
2/25/22,A,Construction,6
2/25/22,A,Agriculture,3
2/25/22,A,Transportation,104
2/25/22,A,Communication Services,175
2/25/22,A,Consulting,36
2/25/22,A,Janitorial Services,21
2/26/22,B,Financial Services,35
2/26/22,B,Retail,55
2/26/22,B,Beauty Industry,33
2/26/22,B,Construction,5
2/26/22,B,Agriculture,4
2/26/22,B,Transportation,59
2/26/22,B,Communication Services,212
2/26/22,B,Consulting,24
2/26/22,B,Janitorial Services,19
2/26/22,A,Financial Services,27
2/26/22,A,Retail,26
2/26/22,A,Beauty Industry,16
2/26/22,A,Construction,6
2/26/22,A,Transportation,54
2/26/22,A,Communication Services,120
2/26/22,A,Consulting,18
2/26/22,A,Janitorial Services,18
2/27/22,B,Financial Services,38
2/27/22,B,Retail,68
2/27/22,B,Beauty Industry,30
2/27/22,B,Construction,7
2/27/22,B,Transportation,74
2/27/22,B,Communication Services,197
2/27/22,B,Consulting,31
2/27/22,B,Janitorial Services,24
2/27/22,A,Financial Services,44
2/27/22,A,Retail,26
2/27/22,A,Beauty Industry,24
2/27/22,A,Agriculture,5
2/27/22,A,Transportation,114
2/27/22,A,Communication Services,194
2/27/22,A,Consulting,79
2/27/22,A,Janitorial Services,21
2/28/22,B,Financial Services,84
2/28/22,B,Retail,164
2/28/22,B,Beauty Industry,98
2/28/22,B,Construction,11
2/28/22,B,Agriculture,6
2/28/22,B,Transportation,167
2/28/22,B,Communication Services,604
2/28/22,B,Consulting,87
2/28/22,B,Janitorial Services,50
2/28/22,A,Financial Services,61
2/28/22,A,Retail,51
2/28/22,A,Beauty Industry,31
2/28/22,A,Construction,8
2/28/22,A,Agriculture,4
2/28/22,A,Transportation,108
2/28/22,A,Communication Services,303
2/28/22,A,Consulting,50
2/28/22,A,Janitorial Services,30
3/1/22,B,Financial Services,77
3/1/22,B,Retail,146
3/1/22,B,Beauty Industry,102
3/1/22,B,Construction,10
3/1/22,B,Agriculture,3
3/1/22,B,Transportation,152
3/1/22,B,Communication Services,579
3/1/22,B,Consulting,88
3/1/22,B,Janitorial Services,42
3/1/22,A,Financial Services,31
3/1/22,A,Retail,46
3/1/22,A,Beauty Industry,31
3/1/22,A,Construction,7
3/1/22,A,Agriculture,3
3/1/22,A,Transportation,127
3/1/22,A,Communication Services,244
3/1/22,A,Consulting,39
3/1/22,A,Janitorial Services,42
3/2/22,B,Financial Services,81
3/2/22,B,Retail,135
3/2/22,B,Beauty Industry,85
3/2/22,B,Construction,6
3/2/22,B,Agriculture,4
3/2/22,B,Transportation,145
3/2/22,B,Communication Services,538
3/2/22,B,Consulting,94
3/2/22,B,Janitorial Services,57
3/2/22,A,Financial Services,50
3/2/22,A,Retail,57
3/2/22,A,Beauty Industry,35
3/2/22,A,Construction,6
3/2/22,A,Agriculture,3
3/2/22,A,Transportation,145
3/2/22,A,Communication Services,295
3/2/22,A,Consulting,38
3/2/22,A,Janitorial Services,38
3/3/22,B,Financial Services,102
3/3/22,B,Retail,132
3/3/22,B,Beauty Industry,70
3/3/22,B,Construction,11
3/3/22,B,Agriculture,5
3/3/22,B,Transportation,164
3/3/22,B,Communication Services,565
3/3/22,B,Consulting,76
3/3/22,B,Janitorial Services,50
3/3/22,A,Financial Services,39
3/3/22,A,Retail,61
3/3/22,A,Beauty Industry,25
3/3/22,A,Construction,6
3/3/22,A,Agriculture,3
3/3/22,A,Transportation,142
3/3/22,A,Communication Services,281
3/3/22,A,Consulting,43
3/3/22,A,Janitorial Services,38
3/4/22,B,Financial Services,76
3/4/22,B,Retail,121
3/4/22,B,Beauty Industry,70
3/4/22,B,Construction,6
3/4/22,B,Transportation,128
3/4/22,B,Communication Services,469
3/4/22,B,Consulting,73
3/4/22,B,Janitorial Services,43
3/4/22,A,Financial Services,29
3/4/22,A,Retail,57
3/4/22,A,Beauty Industry,39
3/4/22,A,Construction,5
3/4/22,A,Agriculture,3
3/4/22,A,Transportation,129
3/4/22,A,Communication Services,245
3/4/22,A,Consulting,38
3/4/22,A,Janitorial Services,20
3/5/22,B,Financial Services,44
3/5/22,B,Retail,59
3/5/22,B,Beauty Industry,21
3/5/22,B,Construction,6
3/5/22,B,Transportation,61
3/5/22,B,Communication Services,209
3/5/22,B,Consulting,22
3/5/22,B,Janitorial Services,14
3/5/22,A,Financial Services,14
3/5/22,A,Retail,22
3/5/22,A,Beauty Industry,21
3/5/22,A,Construction,5
3/5/22,A,Agriculture,3
3/5/22,A,Transportation,103
3/5/22,A,Communication Services,159
3/5/22,A,Consulting,32
3/5/22,A,Janitorial Services,19
3/6/22,B,Financial Services,41
3/6/22,B,Retail,76
3/6/22,B,Beauty Industry,25
3/6/22,B,Construction,3
3/6/22,B,Transportation,66
3/6/22,B,Communication Services,209
3/6/22,B,Consulting,37
3/6/22,B,Janitorial Services,16
3/6/22,A,Financial Services,38
3/6/22,A,Retail,43
3/6/22,A,Beauty Industry,14
3/6/22,A,Construction,4
3/6/22,A,Agriculture,3
3/6/22,A,Transportation,91
3/6/22,A,Communication Services,153
3/6/22,A,Consulting,27
3/6/22,A,Janitorial Services,17
3/7/22,B,Financial Services,72
3/7/22,B,Retail,141
3/7/22,B,Beauty Industry,70
3/7/22,B,Construction,10
3/7/22,B,Agriculture,4
3/7/22,B,Transportation,174
3/7/22,B,Communication Services,522
3/7/22,B,Consulting,97
3/7/22,B,Janitorial Services,58
3/7/22,A,Financial Services,38
3/7/22,A,Retail,63
3/7/22,A,Beauty Industry,31
3/7/22,A,Construction,7
3/7/22,A,Agriculture,4
3/7/22,A,Transportation,127
3/7/22,A,Communication Services,299
3/7/22,A,Consulting,40
3/7/22,A,Janitorial Services,33
3/8/22,B,Financial Services,76
3/8/22,B,Retail,151
3/8/22,B,Beauty Industry,68
3/8/22,B,Construction,11
3/8/22,B,Agriculture,8
3/8/22,B,Transportation,163
3/8/22,B,Communication Services,546
3/8/22,B,Consulting,76
3/8/22,B,Janitorial Services,54
3/8/22,A,Financial Services,44
3/8/22,A,Retail,48
3/8/22,A,Beauty Industry,20
3/8/22,A,Construction,8
3/8/22,A,Agriculture,6
3/8/22,A,Transportation,136
3/8/22,A,Communication Services,227
3/8/22,A,Consulting,38
3/8/22,A,Janitorial Services,27
3/9/22,B,Financial Services,92
3/9/22,B,Retail,161
3/9/22,B,Beauty Industry,65
3/9/22,B,Construction,10
3/9/22,B,Agriculture,5
3/9/22,B,Transportation,187
3/9/22,B,Communication Services,504
3/9/22,B,Consulting,80
3/9/22,B,Janitorial Services,57
3/9/22,A,Financial Services,47
3/9/22,A,Retail,62
3/9/22,A,Beauty Industry,27
3/9/22,A,Construction,3
3/9/22,A,Agriculture,4
3/9/22,A,Transportation,162
3/9/22,A,Communication Services,260
3/9/22,A,Consulting,44
3/9/22,A,Janitorial Services,29
3/10/22,B,Financial Services,72
3/10/22,B,Retail,149
3/10/22,B,Beauty Industry,61
3/10/22,B,Construction,4
3/10/22,B,Agriculture,5
3/10/22,B,Transportation,145
3/10/22,B,Communication Services,502
3/10/22,B,Consulting,83
3/10/22,B,Janitorial Services,66
3/10/22,A,Financial Services,49
3/10/22,A,Retail,61
3/10/22,A,Beauty Industry,25
3/10/22,A,Construction,4
3/10/22,A,Transportation,109
3/10/22,A,Communication Services,257
3/10/22,A,Consulting,49
3/10/22,A,Janitorial Services,32
3/11/22,B,Financial Services,60
3/11/22,B,Retail,124
3/11/22,B,Beauty Industry,53
3/11/22,B,Construction,10
3/11/22,B,Agriculture,3
3/11/22,B,Transportation,142
3/11/22,B,Communication Services,428
3/11/22,B,Consulting,55
3/11/22,B,Janitorial Services,40
3/11/22,A,Financial Services,37
3/11/22,A,Retail,50
3/11/22,A,Beauty Industry,21
3/11/22,A,Construction,4
3/11/22,A,Agriculture,4
3/11/22,A,Transportation,97
3/11/22,A,Communication Services,228
3/11/22,A,Consulting,35
3/11/22,A,Janitorial Services,30
3/12/22,B,Financial Services,43
3/12/22,B,Retail,73
3/12/22,B,Beauty Industry,32
3/12/22,B,Construction,4
3/12/22,B,Agriculture,3
3/12/22,B,Transportation,73
3/12/22,B,Communication Services,173
3/12/22,B,Consulting,32
3/12/22,B,Janitorial Services,17
3/12/22,A,Financial Services,24
3/12/22,A,Retail,38
3/12/22,A,Beauty Industry,15
3/12/22,A,Construction,4
3/12/22,A,Agriculture,4
3/12/22,A,Transportation,112
3/12/22,A,Communication Services,161
3/12/22,A,Consulting,33
3/12/22,A,Janitorial Services,24
3/13/22,B,Financial Services,54
3/13/22,B,Retail,59
3/13/22,B,Beauty Industry,24
3/13/22,B,Construction,6
3/13/22,B,Transportation,57
3/13/22,B,Communication Services,185
3/13/22,B,Consulting,36
3/13/22,B,Janitorial Services,8
3/13/22,A,Financial Services,29
3/13/22,A,Retail,32
3/13/22,A,Beauty Industry,11
3/13/22,A,Construction,4
3/13/22,A,Transportation,68
3/13/22,A,Communication Services,140
3/13/22,A,Consulting,28
3/13/22,A,Janitorial Services,18
3/14/22,B,Financial Services,62
3/14/22,B,Retail,135
3/14/22,B,Beauty Industry,57
3/14/22,B,Construction,9
3/14/22,B,Agriculture,5
3/14/22,B,Transportation,152
3/14/22,B,Communication Services,462
3/14/22,B,Consulting,95
3/14/22,B,Janitorial Services,51
3/14/22,A,Financial Services,29
3/14/22,A,Retail,68
3/14/22,A,Beauty Industry,37
3/14/22,A,Construction,7
3/14/22,A,Agriculture,3
3/14/22,A,Transportation,118
3/14/22,A,Communication Services,247
3/14/22,A,Consulting,49
3/14/22,A,Janitorial Services,39
3/15/22,B,Financial Services,82
3/15/22,B,Retail,141
3/15/22,B,Beauty Industry,63
3/15/22,B,Construction,18
3/15/22,B,Agriculture,5
3/15/22,B,Transportation,165
3/15/22,B,Communication Services,445
3/15/22,B,Consulting,64
3/15/22,B,Janitorial Services,65
3/15/22,A,Financial Services,39
3/15/22,A,Retail,57
3/15/22,A,Beauty Industry,20
3/15/22,A,Construction,6
3/15/22,A,Agriculture,3
3/15/22,A,Transportation,125
3/15/22,A,Communication Services,244
3/15/22,A,Consulting,57
3/15/22,A,Janitorial Services,51
3/16/22,B,Financial Services,61
3/16/22,B,Retail,152
3/16/22,B,Beauty Industry,51
3/16/22,B,Construction,10
3/16/22,B,Transportation,120
3/16/22,B,Communication Services,500
3/16/22,B,Consulting,80
3/16/22,B,Janitorial Services,55
3/16/22,A,Financial Services,62
3/16/22,A,Retail,59
3/16/22,A,Beauty Industry,30
3/16/22,A,Construction,6
3/16/22,A,Agriculture,5
3/16/22,A,Transportation,119
3/16/22,A,Communication Services,274
3/16/22,A,Consulting,49
3/16/22,A,Janitorial Services,38
3/17/22,B,Financial Services,72
3/17/22,B,Retail,135
3/17/22,B,Beauty Industry,60
3/17/22,B,Construction,6
3/17/22,B,Agriculture,4
3/17/22,B,Transportation,151
3/17/22,B,Communication Services,473
3/17/22,B,Consulting,71
3/17/22,B,Janitorial Services,50
3/17/22,A,Financial Services,58
3/17/22,A,Retail,63
3/17/22,A,Beauty Industry,27
3/17/22,A,Construction,15
3/17/22,A,Agriculture,4
3/17/22,A,Transportation,186
3/17/22,A,Communication Services,315
3/17/22,A,Consulting,90
3/17/22,A,Janitorial Services,54
3/18/22,B,Financial Services,55
3/18/22,B,Retail,139
3/18/22,B,Beauty Industry,52
3/18/22,B,Construction,10
3/18/22,B,Agriculture,6
3/18/22,B,Transportation,115
3/18/22,B,Communication Services,370
3/18/22,B,Consulting,61
3/18/22,B,Janitorial Services,47
3/18/22,A,Financial Services,36
3/18/22,A,Retail,57
3/18/22,A,Beauty Industry,38
3/18/22,A,Construction,7
3/18/22,A,Agriculture,3
3/18/22,A,Transportation,175
3/18/22,A,Communication Services,289
3/18/22,A,Consulting,50
3/18/22,A,Janitorial Services,37
3/19/22,B,Financial Services,44
3/19/22,B,Retail,50
3/19/22,B,Beauty Industry,22
3/19/22,B,Agriculture,4
3/19/22,B,Transportation,53
3/19/22,B,Communication Services,174
3/19/22,B,Consulting,35
3/19/22,B,Janitorial Services,16
3/19/22,A,Financial Services,38
3/19/22,A,Retail,80
3/19/22,A,Beauty Industry,14
3/19/22,A,Construction,7
3/19/22,A,Transportation,149
3/19/22,A,Communication Services,196
3/19/22,A,Consulting,28
3/19/22,A,Janitorial Services,53
3/20/22,B,Financial Services,50
3/20/22,B,Retail,66
3/20/22,B,Beauty Industry,22
3/20/22,B,Construction,4
3/20/22,B,Agriculture,3
3/20/22,B,Transportation,61
3/20/22,B,Communication Services,149
3/20/22,B,Consulting,39
3/20/22,B,Janitorial Services,15
3/20/22,A,Financial Services,25
3/20/22,A,Retail,41
3/20/22,A,Beauty Industry,11
3/20/22,A,Construction,4
3/20/22,A,Agriculture,5
3/20/22,A,Transportation,110
3/20/22,A,Communication Services,178
3/20/22,A,Consulting,38
3/20/22,A,Janitorial Services,33
3/21/22,B,Financial Services,79
3/21/22,B,Retail,171
3/21/22,B,Beauty Industry,65
3/21/22,B,Construction,6
3/21/22,B,Agriculture,6
3/21/22,B,Transportation,134
3/21/22,B,Communication Services,480
3/21/22,B,Consulting,104
3/21/22,B,Janitorial Services,59
3/21/22,A,Financial Services,41
3/21/22,A,Retail,71
3/21/22,A,Beauty Industry,30
3/21/22,A,Construction,9
3/21/22,A,Agriculture,3
3/21/22,A,Transportation,119
3/21/22,A,Communication Services,334
3/21/22,A,Consulting,60
3/21/22,A,Janitorial Services,38
3/22/22,B,Financial Services,98
3/22/22,B,Retail,156
3/22/22,B,Beauty Industry,65
3/22/22,B,Construction,9
3/22/22,B,Agriculture,3
3/22/22,B,Transportation,158
3/22/22,B,Communication Services,484
3/22/22,B,Consulting,73
3/22/22,B,Janitorial Services,64
3/22/22,A,Financial Services,40
3/22/22,A,Retail,62
3/22/22,A,Beauty Industry,25
3/22/22,A,Construction,9
3/22/22,A,Agriculture,4
3/22/22,A,Transportation,110
3/22/22,A,Communication Services,282
3/22/22,A,Consulting,47
3/22/22,A,Janitorial Services,36
3/23/22,B,Financial Services,74
3/23/22,B,Retail,139
3/23/22,B,Beauty Industry,70
3/23/22,B,Construction,16
3/23/22,B,Transportation,142
3/23/22,B,Communication Services,472
3/23/22,B,Consulting,77
3/23/22,B,Janitorial Services,54
3/23/22,A,Financial Services,54
3/23/22,A,Retail,63
3/23/22,A,Beauty Industry,31
3/23/22,A,Construction,7
3/23/22,A,Transportation,120
3/23/22,A,Communication Services,311
3/23/22,A,Consulting,44
3/23/22,A,Janitorial Services,41
3/24/22,B,Financial Services,81
3/24/22,B,Retail,132
3/24/22,B,Beauty Industry,59
3/24/22,B,Construction,9
3/24/22,B,Agriculture,4
3/24/22,B,Transportation,169
3/24/22,B,Communication Services,437
3/24/22,B,Consulting,62
3/24/22,B,Janitorial Services,72
3/24/22,A,Financial Services,36
3/24/22,A,Retail,54
3/24/22,A,Beauty Industry,19
3/24/22,A,Construction,4
3/24/22,A,Agriculture,3
3/24/22,A,Transportation,102
3/24/22,A,Communication Services,235
3/24/22,A,Consulting,36
3/24/22,A,Janitorial Services,40
3/25/22,B,Financial Services,53
3/25/22,B,Retail,127
3/25/22,B,Beauty Industry,49
3/25/22,B,Construction,6
3/25/22,B,Agriculture,5
3/25/22,B,Transportation,150
3/25/22,B,Communication Services,363
3/25/22,B,Consulting,65
3/25/22,B,Janitorial Services,47
3/25/22,A,Financial Services,33
3/25/22,A,Retail,46
3/25/22,A,Beauty Industry,27
3/25/22,A,Construction,8
3/25/22,A,Transportation,116
3/25/22,A,Communication Services,208
3/25/22,A,Consulting,47
3/25/22,A,Janitorial Services,33
3/26/22,B,Financial Services,51
3/26/22,B,Retail,61
3/26/22,B,Beauty Industry,11
3/26/22,B,Construction,4
3/26/22,B,Transportation,55
3/26/22,B,Communication Services,195
3/26/22,B,Consulting,32
3/26/22,B,Janitorial Services,19
3/26/22,A,Financial Services,29
3/26/22,A,Retail,44
3/26/22,A,Beauty Industry,18
3/26/22,A,Construction,3
3/26/22,A,Transportation,68
3/26/22,A,Communication Services,149
3/26/22,A,Consulting,30
3/26/22,A,Janitorial Services,27
3/27/22,B,Financial Services,53
3/27/22,B,Retail,76
3/27/22,B,Beauty Industry,25
3/27/22,B,Construction,3
3/27/22,B,Transportation,81
3/27/22,B,Communication Services,182
3/27/22,B,Consulting,30
3/27/22,B,Janitorial Services,25
3/27/22,A,Financial Services,36
3/27/22,A,Retail,25
3/27/22,A,Beauty Industry,15
3/27/22,A,Construction,3
3/27/22,A,Agriculture,3
3/27/22,A,Transportation,80
3/27/22,A,Communication Services,140
3/27/22,A,Consulting,21
3/27/22,A,Janitorial Services,14
3/28/22,B,Financial Services,80
3/28/22,B,Retail,154
3/28/22,B,Beauty Industry,91
3/28/22,B,Construction,9
3/28/22,B,Agriculture,3
3/28/22,B,Transportation,164
3/28/22,B,Communication Services,501
3/28/22,B,Consulting,74
3/28/22,B,Janitorial Services,61
3/28/22,A,Financial Services,38
3/28/22,A,Retail,59
3/28/22,A,Beauty Industry,37
3/28/22,A,Construction,10
3/28/22,A,Transportation,124
3/28/22,A,Communication Services,275
3/28/22,A,Consulting,46
3/28/22,A,Janitorial Services,37
3/29/22,B,Financial Services,88
3/29/22,B,Retail,158
3/29/22,B,Beauty Industry,87
3/29/22,B,Construction,8
3/29/22,B,Transportation,190
3/29/22,B,Communication Services,536
3/29/22,B,Consulting,92
3/29/22,B,Janitorial Services,63
3/29/22,A,Financial Services,38
3/29/22,A,Retail,60
3/29/22,A,Beauty Industry,22
3/29/22,A,Transportation,131
3/29/22,A,Communication Services,252
3/29/22,A,Consulting,39
3/29/22,A,Janitorial Services,47
3/30/22,B,Financial Services,77
3/30/22,B,Retail,130
3/30/22,B,Beauty Industry,71
3/30/22,B,Construction,10
3/30/22,B,Transportation,168
3/30/22,B,Communication Services,479
3/30/22,B,Consulting,90
3/30/22,B,Janitorial Services,57
3/30/22,A,Financial Services,40
3/30/22,A,Retail,82
3/30/22,A,Beauty Industry,35
3/30/22,A,Construction,8
